ID,Plant Name,Latin Name,Water Level,Sunlight Level
462,"Pig Nut, Earth-nut",Bunium bulbocastanum,M,N
463,Pale indian plantain,Cacalia atriplicifolia,M,FS
464,"Red Calliandra, Powderpuff, Kaliandra",Calliandra calothyrsus,M,SN
465,"American Beautyberry, Beautyberry, French  Mulberry, American  Beautyberry",Callicarpa americana,M,SN
466,"Giant Milkweed, Crown Flower, Giant Calotrope, Swallow-wort",Calotropis gigantea,DM,N
467,"Auricula Tree, Dead Sea Apple, Sodom Apple",Calotropis procera,DM,SN
468,Atlantic Camas,Camassia scilloides,M,SN
469,Adriatic Bellflower,Campanula fenestrellata,M,SN
470,Adriatic Bellflower,Campanula garganica,M,N
471,Adria Bellflower,Campanula portenschlagiana,M,SN
472,African elemi,Canarium schweinfurtii,M,N
473,"Achira, Indian shot",Canna edulis,M,N
474,,Caragana gerardiana,M,N
475,Littleleaf Peashrub,Caragana microphylla,M,N
476,Andiroba,Carapa guianensis,MWe,FSN
477,Hairy Bittercress,Cardamine hirsuta,M,SN
478,"American Water Cress, American bittercress",Cardamine rotundifolia,MWeWa,SN
479,"American Hornbeam, Blue Beech, Ironwood,  American Hornbeam",Carpinus caroliniana,M,SN
480,"Pequi, Souari nut",Caryocar brasiliense,DM,N
481,White Arctic Mountain Heather,Cassiope tetragona,DM,S
482,American Sweet Chestnut,Castanea dentata,DM,SN
483,Forest Oak,Casuarina torulosa,DM,N
484,"Madagascar Periwinkle, Jasmine, Cayenne Old Maid Periwinkle",Catharanthus roseus,M,SN
485,"Trumpet Tree, Snakewood, Congo pump, Wild pawpaw, Pop-a-gun",Cecropia peltata,M,N
486,"Atlas Deodar, Atlantic cedar",Cedrus atlantica,DM,N
487,"Lagos Spinach, Common Cockscomb",Celosia argentea cristata,DM,SN
488,Leather Leaf,Chamaedaphne calyculata,M,SN
489,"Chamomile, Roman chamomile",Chamaemelum nobile,DM,SN
490,"All-Seed, Manyseed goosefoot",Chenopodium polyspermum,M,N
491,Kan-Chiku,Chimonobambusa marmorea,M,SN
492,Square Bamboo,Chimonobambusa quadrangularis,M,S
493,"Vetiver, Vetiver Root, Khus Khus",Chrysopogon zizanioides,MWe,SN
494,Argentinian quila,Chusquea quila,M,S
495,"Black Cohosh, Black Snakeroot, Bugbane",Cimicifuga racemosa (Actaea racemosa),M,S
496,Alpine Spring Beauty,Claytonia megarhiza,M,N
497,"African Spider Flower, Spiderwisp",Cleome gynandra,DM,N
498,"Atlantic Pigeonwings, Butterfly Pea",Clitoria mariana,DM,SN
499,,Coelopleurum gmelini,M,N
500,"Autumn Crocus, Meadow Saffron,",Colchicum autumnale,M,SN
501,"Taro, Elephant Ears Taro, Dasheen, Eddo",Colocasia esculenta,MWe,SN
502,"Leadwood Tree, Ivory tree",Combretum imberbe,M,N
503,"Australian Bindweed, Pinkflower bindweed",Convolvulus erubescens,DM,SN
504,"Brazilian Wax Palm, Carnauba Palm, Carnauba Wax",Copernicia prunifera,M,N
505,Autumn Coralroot,Corallorhiza odontorhiza,DM,SN
506,"Annual Scorpion Vetch, Yellow crownvetch",Coronilla scorpioides,M,N
507,American Hazel,Corylus americana,M,SN
508,Acuminate cotoneaster,Cotoneaster acuminatus,DM,SN
509,African Walnut,Coula edulis,M,SN
510,"Abyssinian Kale, Crambe",Crambe abyssinica,M,SN
511,Altai Mountain Thorn,Crataegus altaica,MWe,SN
512,Arnold hawthorn,Crataegus anomala,MWe,SN
513,Arnold Hawthorn,Crataegus arnoldiana,DMWe,SN
514,Azarole,Crataegus azarolus,MWe,SN
515,Asian Poison Bulb,Crinum asiaticum,M,N
516,"Croton Oil Plant. Croton, Purging croton.",Croton tiglium,DM,N
517,Arizona Cypress,Cupressus arizonica,DM,N
518,"Achocha, Caihua, Caygua, Cayua, Korila, Wild Cucumber",Cyclanthera pedata,M,SN
519,"Slender Celery, Marsh parsley",Cyclospermum leptophyllum,M,SN
520,"Lemon Grass, Citronella grass",Cymbopogon citratus,DM,N
521,Longstalk Spring Parsley,Cymopterus longipes,M,SN
522,Purple springparsley,Cymopterus purpureus,M,SN
523,"Bhada, Flat Sedges, Nut Sedges or Umbrella Sedge.",Cyperus cephalotes,WeWa,N
524,Fire Lily,Cyrtanthus breviflorus,MWe,N
525,Asian netvein hollyfern,Cyrtomium fortunei,M,FSN
526,Monkey Fruit,Dactyladenia barteri,M,N
527,"Andramena, Volombodipona, Violet rosewood",Dalbergia louvelii,M,N
528,"African Blackwood, Grenadilla, Mpingo",Dalbergia melanoxylon,DM,N
529,Brazilian Rosewood,Dalbergia nigra,DM,N
530,Cocobolo,Dalbergia retusa,M,N
531,"Accra copal, Ogea copal",Daniellia ogea,M,N
532,African Copaiba Balsam Tree,Daniellia oliveri,M,N
533,"Acalbir, Akalbir",Datisca cannabina,M,N
534,"Giant Bamboo, Dragon bamboo, Sweet bamboo",Dendrocalamus asper,M,N
535,"Velvet Leaf Bamboo, Clumping Bamboo",Dendrocalamus brandesii,M,N
536,Male Bamboo. Calcutta Stricta or Bamboo,Dendrocalamus strictus,DM,SN
537,Hay-scented fern,Dennstaedtia punctilobula,M,FSN
538,"Tussock Grass, Tufted Hair Grass, Hair Grass",Deschampsia caespitosa,MWe,SN
539,"Three-flower beggarweed, Three-flower tick-trefoil",Desmodium triflorum,M,FSN
540,Asian ponysfoot,Dichondra micrantha,M,SN
541,Angelique,Dicorynia guianensis,MWe,N
542,"Hurricane Palm, Princess Palm, Red Palm",Dictyosperma album,M,SN
543,"Aerial Yam, Air Potato",Dioscorea bulbifera,M,SN
544,"American Persimmon, Common persimmon, Persimmon",Diospyros virginiana,M,SN
545,Vegetable Fern,Diplazium esculentum,M,FS
546,"Apitong, baume de gurjun, gurjun balsam",Dipterocarpus alatus,M,SN
547,Tagalog: Panao,Dipterocarpus gracilis,M,SN
548,Apitong,Dipterocarpus grandiflorus,M,SN
549,Ammoniacum,Dorema ammoniacum,DM,SN
550,Abyssinian Gooseberry,Dovyalis abyssinica,M,N
551,American Dragonhead,Dracocephalum parviflorum,M,SN
552,Ringal,Drepanostachyum falcatum,M,S
553,Hill Jelutong,Dyera costulata,M,N
554,Membalo,Dysoxylum acutangulum,M,N
555,"Australian rosewood, rose-mahogany, rosewood, turnipwood.",Dysoxylum fraserianum,M,N
556,Wormseed,Dysphania anthelmintica,M,N
557,Aleman Grass. German grass,Echinochloa polystachya,MWeWa,N
558,"Anaqua, Knockaway",Ehretia anacua,DM,N
559,Autumn olive,Elaeagnus parvifolia,DM,N
560,Autumn Olive,Elaeagnus umbellata,DM,N
561,African Oil Palm,Elaeis guineensis,MWe,N
562,American Oil Palm,Elaeis oleifera,M,N
563,,Eleutherococcus divaricatus,M,SN
564,Wu Jia Pi,Eleutherococcus gracylistylus,M,SN
565,Taka-No-Tsume,Eleutherococcus innovans,M,N
566,,Eleutherococcus japonicus,M,SN
567,Siberian Ginseng,Eleutherococcus senticosus,M,SN
568,,Eleutherococcus sessiliflorus,M,SN
569,"Ukogi, Five Leafed Aralia",Eleutherococcus sieboldianus,M,SN
570,,Eleutherococcus trifoliatus,M,SN
571,"Canadian Pondweed, Canadian waterweed",Elodea canadensis,Wa,SN
572,"Wild triga, Pubescent wheatgrass,",Elymus hispidus,M,N
573,St. Thomas Bean,Entada phaseoloides,M,SN
574,Devil's Ear. Earpod tree,Enterolobium cyclocarpum,M,N
575,"American Fireweed, American burnweed",Erechtites hieraciifolia,M,SN
576,"Annual Fleabane, Eastern daisy fleabane",Erigeron annuus,M,N
577,Ashy pipewort,Eriocaulon cinereum,M,SN
578,"American Pipeweed, Desert trumpet",Eriogonum inflatum,DM,N
579,"Antelope Sage,  James' buckwheat",Eriogonum jamesii,DM,N
580,"Avalanche Lily, Yellow avalanche-lily",Erythronium grandiflorum,DM,S
581,"Avelanche Lily, White avalanche-lily",Erythronium montanum,M,S
582,Adderstongue,Erythronium multiscapideum,M,S
583,"Avelanche Lily, Purple fawnlily",Erythronium purpurascens,M,S
584,Alpine ash,Eucalyptus delegatensis,M,N
585,"Babui, Sabaigrass",Eulaliopsis binata,M,N
586,"Asthma Weed, Pill-Bearing Spurge",Euphorbia hirta,DM,N
587,American Ipec,Euphorbia ipecacuanhae,M,SN
588,"African Milkbush, Pencil Cactus, Milk Bush",Euphorbia tirucalli,DM,SN
589,White wood aster,Eurybia divaricata,DM,FSN
590,"Acai, Assai Palm, Acai Palm",Euterpe oleracea,M,SN
591,American Beech,Fagus grandifolia,DM,FSN
592,White Acacia. White-thorn. Apple ring acacia,Faidherbia albida,DM,N
593,Batai,Falcataria moluccana,M,N
594,Apache Plume,Fallugia paradoxa,DM,N
595,Fountain Bamboo,Fargesia nitida,M,FSN
596,"Asafoetida - Devil's Dung. Hing (Indian), Asafetida",Ferula assa-foetida,DM,N
597,Asafoetida,Ferula foetida,DM,N
598,"Alerce, Patagonian cypress",Fitzroya cupressoides,M,SN
599,"Fennel, Sweet fennel",Foeniculum vulgare,DM,N
600,"Swamp Privet, Eastern swampprivet",Forestiera acuminata,M,SN
601,Alpine Strawberry,Fragaria vesca 'Semperflorens',M,SN
602,American Columbo,Frasera caroliniensis,M,SN
603,"Ash, European ash, Common Ash",Fraxinus excelsior,MWe,N
604,Ash,Fraxinus sieboldiana,M,N
605,"Arizona Ash, Velvet ash, Modesto Ash,  Fantex Ash",Fraxinus velutina,M,N
606,Mauritius Hemp,Furcraea foetida,DM,SN
607,"Fique, Cuban Hemp",Furcraea hexapetala,DM,N
608,"Goosegrass, Coachweed, Catchweed, Stickywilly",Galium aparine,DM,FSN
609,"Sweet Woodruff, Sweetscented bedstraw, Bedstraw",Galium odoratum,DM,FS
610,,Gaultheria adenothrix,M,FS
611,"Alpine Wintergreen, Alpine spicywintergreen",Gaultheria humifusa,M,SN
612,Prickly heath,Gaultheria mucronata,M,SN
613,,Gaultheria pumila,M,SN
614,,Gaultheria pumila leucocarpa,M,SN
615,Australian Willow,Geijera parviflora,M,SN
616,Yellow Gentian,Gentiana lutea,M,SN
617,Ague Weed,Gentianella quinquefolia,M,SN
618,Nodding Swamp Orchid,Geodorum densiflorum,M,N
619,Aleutian avens,Geum pentapetalum,MWe,SN
620,Awi Tela,Gigantochloa hasskarliana,M,SN
621,"Bulo semilang, Buloh seremai, Bolo",Gigantochloa levis,M,SN
622,"Whorled bamboo, Giant stripy bamboo",Gigantochloa verticillata,M,N
623,"American Ipecacuanna, American ipecac",Gillenia stipulata,M,S
624,American Liquorice,Glycyrrhiza lepidota,M,SN
625,Clumping Bamboo. Guadua,Guadua angustifolia,M,SN
626,African Rosewood,Guibourtia demeusei,MWe,N
627,"Akume, Bubinga, Waka",Guibourtia pellegriana,M,N
628,"Gurmar, Gymnema",Gymnema sylvestre,M,N
629,Northern oak fern,Gymnocarpium dryopteris,MWe,FS
630,Uva Grass,Gynerium sagittatum,MWeWa,N
631,Arrost's baby's-breath,Gypsophila arrostii,DM,N
632,Sea Purslane,Halimione portulacoides,MWe,SN
633,"American Pennyroyal, American false pennyroyal",Hedeoma pulegioides,DM,SN
634,Alpine Sweetvetch,Hedysarum alpinum,M,N
635,Alpine French Honeysuckle,Hedysarum hedysaroides,M,N
636,"False sunflower, Oxeye sunflower",Heliopsis helianthoides,DM,SN
637,"Amur daylily, Middendorf, Daylily",Hemerocallis middendorffii,DM,SN
638,"American Liverleaf, Sharp-lobed Hepatica, Hepatica",Hepatica acutiloba,M,FSN
639,"American Liverleaf, Alumroot, Round Lobed Hepatica",Hepatica americana,M,FSN
640,"Alum Root, Roundleaf alumroot, Alpine alumroot, Beautiful alumroot, Poker alumroot",Heuchera cylindrica,M,SN
641,"Alum Root, Crevice alumroot",Heuchera diversifolia,M,SN
642,Alpine Heuchera,Heuchera glabra,M,SN
643,"Alum Root, Crevice alumroot, Hartweg's alumroot, Coral Bells",Heuchera micrantha,M,SN
644,"Alum Root, Coralbells, Crimson Bells",Heuchera sanguinea,M,SN
645,"Rose Of Sharon, Althaea, Shrub Althea, Hardy Hibiscus",Hibiscus syriacus,M,SN
646,,Himalayacalamus falconeri,M,SN
647,Padang,Himalayacalamus hookerianus,M,SN
648,"Sea Sandwort, Seaside sandplant",Honckenya peploides,DM,N
649,August Lily,Hosta plantaginae,M,FSN
650,Azure bluet or Quaker ladies,Houstonia caerulea,DM,SN
651,St. Andrews Cross,Hypericum hypericoides,DM,SN
652,"Holly, English holl, Christmas Holly, Common Holly, English Holly",Ilex aquifolium,DM,FSN
653,American Holly,Ilex opaca,M,SN
654,"Aniseed Tree, Florida anisetree, Purple Anise, Star Anise, Florida anise",Illicium floridanum,M,SN
655,"Anil Indigo, Anil de pasto",Indigofera suffruticosa,DM,SN
656,"Indigo, True Indigo, dye indigo",Indigofera tinctoria,M,SN
657,"Tahiti Chestnut, Polynesian Chestnut",Inocarpus fagifer,MWe,FSN
658,"Moluccan Ironwood, Ipil",Intsia bijuga,DM,SN
659,"Borneo Teak, Merbau",Intsia palembanica,DM,N
660,"Elecampane, Elecampane inula",Inula helenium,M,SN
661,Arizona Walnut,Juglans major,M,N
662,Andean Walnut,Juglans neotropica,M,N
663,"Ashe Juniper, Mountain Cedar",Juniperus ashei,DM,N
664,Alligator Juniper,Juniperus deppeana,DM,N
665,Syrian Juniper,Juniperus drupacea,DM,N
666,Japanese  Aster,Kalimeris pinnatifida,M,SN
667,,Kalopanax sciadophylloides,M,SN
668,"Langsat, Lansa, Lanzon",Lansium domesticum,M,SN
669,Annual mallow,Lavatera trimestris,DM,N
670,"Henna, Mignonette Tree",Lawsonia inermis,DM,N
671,"Akamongot, Anvara",Leptadenia hastata,DM,N
672,Ipil-ipil,Leucaena diversifiolia,M,SN
673,"Leucaena, Lead Tree, White Tamarind",Leucaena leucocephala,DM,N
674,,Ligularia japonica,M,SN
675,"Mountain Lovage, Alpine lovage",Ligusticum mutellina,M,N
676,Awl-leaf lilaea,Lilaea scilloides,M,SN
677,"Sawah Lettuce, Sawah Flowering Rush",Limnocharis flava,MWeWa,N
678,Sweet Alyssum,Lobularia maritima,DM,N
679,"Asparagus Pea, Winged pea",Lotus tetragonolobus,DM,N
680,Arrayan,Luma apiculata,M,N
681,"Albardine, Lygeum",Lygeum spartum,DM,N
682,,Lyonia ovalifolia,M,SN
683,Bwapen mawon,Magnolia dodecapetala,M,N
684,"Acerola, Barbados Cherry",Malpighia emarginata,M,SN
685,Apple,Malus domestica,M,SN
686,"Mallow, High mallow, French Hollyhock, Common Mallow, Tree Mallow, Tall  Mallow",Malva sylvestris,M,SN
687,Mandrake,Mandragora officinarum,DM,SN
688,"Balata, bulletwood, bully tree",Manilkara bidentata,MWe,SN
689,"Sapodilla, Nispero",Manilkara zapota,DM,N
690,Mansonia,Mansonia altissima,DM,N
691,Arrowroot,Maranta arundinacea,MWe,FSN
692,"Alfalfa, Yellow alfalfa",Medicago sativa,DM,N
693,Annual Yellow Sweetclover,Melilotus indicus,DM,N
694,American Wild Mint,Mentha arvensis villosa,M,SN
695,Asian Mint,Mentha asiatica,M,SN
696,"Apple Mint, Bowles' Mint",Mentha x villosa alopecuroides,M,SN
697,Annual Mercury,Mercurialis annua,M,N
698,Itauba,Mezilaurus itauba,M,SN
699,African Teak,Milicia excelsa,DM,N
700,"abaracaatinga, bracaatinga, bracatinga",Mimosa scabrella,MWe,N
701,Amur Silver Grass,Miscanthus sacchariflorus,M,SN
702,"African horseradish tree, cabbagetree",Moringa stenopetala,DM,SN
703,African mulberry,Morus mesozygia,M,N
704,Abaca,Musa textilis,M,N
705,"Alpine Forget-Me-Not, Scorpion Grass, Forget-Me-Not",Myosotis alpestris,MWe,SN
706,Guabiyu,Myrcianthes pungens,M,SN
707,African Peach,Nauclea latifolia,DM,N
708,"American Water Lotus, American lotus",Nelumbo lutea,Wa,N
709,"Amboina, Kadam",Neolamarckia cadamba,MWe,SN
710,Varongy,Ocotea cymosa,M,FSN
711,Whitest Evening Primrose,Oenothera albicaulis,DM,N
712,Akeake,Olearia avicenniifolia,M,N
713,Boleko Nut,Ongokea gore,DM,SN
714,Adder's tongue fern,Ophioglossum reticulatum,MWe,SN
715,"Adder's Tongue, Southern adderstongue",Ophioglossum vulgatum,M,N
716,"Dittany Of Crete, Hop Marjoram",Origanum dictamnus,DM,N
717,,Origanum x hybridum,DM,SN
718,"Aniseroot, Longstyle sweetroot",Osmorhiza longistylis,M,SN
719,"Ahipa, Yam bean",Pachyrhizus ahipa,M,N
720,Allegheny spurge,Pachysandra procumbens,M,FS
721,Skunk Vine,Paederia foetida,M,SN
722,"Anomalous peony, Common Peony",Paeonia anomala,M,SN
723,"Ginseng, Chinese ginseng",Panax ginseng,M,FS
724,"Ginseng, Japanese ginseng",Panax pseudoginseng,M,FS
725,American Ginseng,Panax quinquefolius,M,FS
726,"Ground Nut, Dwarf ginseng",Panax trifolius,M,FS
727,"Arctic Poppy, Icelandic poppy",Papaver nudicaule,DM,SN
728,African Locust Bean,Parkia biglobosa,M,N
729,Algerian Tea,Paronychia argentea,DM,N
730,Algerian Tea,Paronychia capitata,DM,N
731,,Parthenocissus himalayana,M,SN
732,"Virginia Creeper, Woodbine",Parthenocissus quinquefolia,M,SN
733,"Boston Ivy, Japanese Ivy, Japanese Creeper",Parthenocissus tricuspidata,M,SN
734,"Balam suntei tree, Getah sundek",Payena leeri,M,N
735,Arctic lousewort,Pedicularis arctica,M,SN
736,Apple Geranium,Pelargonium odoratissimum,DM,SN
737,Napier grass. Elephant grass,Pennisetum purpureum,M,SN
738,"African Oil Bean. Oil Bean Tree, Owala Oil",Pentaclethra macrophylla,M,SN
739,Evergreen bugloss,Pentaglottis sempervirens,M,FSN
740,East African afrormosia,Pericopsis angolensis,M,N
741,"African-teak, golden afrormosia, kokrodua",Pericopsis elata,DM,N
742,"Avocado, Alligator Pear",Persea americana,M,N
743,Arctic Sweet Coltsfoot,Petasites hyperboreus,MWe,FSN
744,Arrowleaf Sweet Coltsfoot,Petasites saggitatus,MWe,FSN
745,Arctic sweet coltsfoot,Petasites vitifolius,MWe,FSN
746,"Amur Cork Tree, Chinese Corktree",Phellodendron amurense,M,N
747,Alpine Celery Pine,Phyllocladus alpinus,M,SN
748,"Aniseed (Saunf - Hindi), Anise burnet saxifrage",Pimpinella anisum,DM,N
749,Aleppo Pine,Pinus halepensis,DM,N
750,"Austrian Pine, Black Pine",Pinus nigra,DM,N
751,Betel,Piper betle,M,FS
752,Pau jacaré - alligator stick,Piptadenia gonoacantha,DM,N
753,"Manila Tamarind, Madras Thorn",Pithecellobium dulce,DM,N
754,Black Apple,Planchonella australis,M,SN
755,"Bakuri, Bacuri",Platonia insignis,MWe,N
756,,Pleioblastus gramineus,M,S
757,Hinds' cane-bamboo,Pleioblastus hindsii,M,FS
758,,Pleioblastus humilis,M,S
759,,Pleioblastus humilis pumilus,M,S
760,"Dwarf Fern-Leaf Bamboo, Pigmy Bamboo",Pleioblastus pygmaeus,M,SN
761,"Medake, Simon bamboo",Pleioblastus simonii,M,SN
762,"Dwarf White-Striped Bamboo, Chigo Zasa, Dwarf White Stripe Bamboo",Pleioblastus variegatus,M,SN
763,"Conophor. Nigerian walnut. Awusa nut,",Plukenetia conophora,M,SN
764,"Annual Meadow Grass, Annual bluegrass,  Low Spear Grass,  Meadow Grass, Six Week Grass,  Annual Blue",Poa annua,M,N
765,Australian Plum,Podocarpus elatus,M,SN
766,Alpine Totara,Podocarpus nivalis,M,SN
767,"American Mandrake, Mayapple, Ground Lemon, Mandrake, Mayapple",Podophyllum peltatum,M,FS
768,"Abcess Root, Greek valerian",Polemonium reptans,M,SN
769,Alaska Wild Rhubarb,Polygonum alaskanum,M,SN
770,"Alpine Knotweed, Alaska wild rhubarb",Polygonum alpinum,M,SN
771,American Bistort,Polygonum bistortoides,M,SN
772,,Polygonum divaricatum,DM,SN
773,Asian Bistort,Polygonum manshuriense,Mwe,SN
774,,Polygonum molle,M,SN
775,Asiatic tearthumb,Polygonum perfoliatum,MWe,SN
776,,Polygonum polymorphum,M,SN
777,,Polygonum rumicifolium,M,SN
778,Alpine Bistort,Polygonum viviparum,M,SN
779,,Polygonum weyrichii,M,SN
780,"Annual Beardgrass, Annual rabbitsfoot grass",Polypogon monspeliensis,M,N
781,"Ming Aralia, Chinese Ariala",Polyscias fruticosa,M,SN
782,"Giant Holly Fern, Western swordfern",Polystichum munitum,DM,FS
783,"Bitter Orange, Hardy orange, Trifoliat Orange, Japanese Hardy Orange",Poncirus trifoliata,M,SN
784,"Aspen Poplar, European aspen, Aspen",Populus tremula,MWe,SN
785,"American Aspen - Poplar, Quaking aspen",Populus tremuloides,DM,N
786,Silverweed,Potentilla anserina,M,SN
787,Amazon Grape,Pourouma cecropiifolia,M,SN
788,"Abam, Apotro, Gomu",Pouteria altissima,DM,N
789,"Abiu, Yellow Star Apple",Pouteria caimito,MWe,SN
790,Asepoko.,Pouteria guianensis,M,N
791,Aningeria,Pouteria pierrei,M,N
792,"Sapote, Mamey Sapote",Pouteria sapota,M,N
793,"Chilean algarrobo, Chilean mesquite",Prosopis chilensis,DM,N
794,"Mesquite, Honey Mesquite",Prosopis juliflora,DM,N
795,Algaroba,Prosopis pallida,DM,N
796,Alabama Cherry,Prunus alabamensis,M,SN
797,"Allegheny Plum, Davis' plum",Prunus alleghaniensis,M,SN
798,"American Plum, American Wild Plum,  Wild Plum",Prunus americana,M,SN
799,Apricot,Prunus armeniaca,M,SN
800,Dwarf Almond,Prunus besseriana,M,SN
801,"American Cherry Laurel, Carolina laurelcherry, Laurel Cherry,",Prunus caroliniana,DM,SN
802,Chinese Wild Peach,Prunus davidiana,M,SN
803,"Almond, Sweet almond",Prunus dulcis,M,N
804,Desert Almond,Prunus fasciculata,DM,SN
805,,Prunus fenzliana,M,SN
806,,Prunus kansuensis,M,SN
807,,Prunus korshinskyi,M,SN
808,Manchurian Apricot,Prunus mandshurica,M,SN
809,Smoothpit Peach,Prunus mira,M,SN
810,"Japanese Apricot, Japanese Flowering, Apricot",Prunus mume,M,SN
811,,Prunus pedunculata,M,SN
812,"Peach, Flowering Peach,  Ornamental Peach,  Common Peach",Prunus persica,M,N
813,Siberian Apricot,Prunus sibirica,M,SN
814,Apricot Plum,Prunus simonii,M,N
815,,Prunus tangutica,M,SN
816,"Flowering Almond, Flowering plum",Prunus triloba,M,N
817,Black Apricot,Prunus x dasycarpa,M,N
818,Dwarf Bush cherry,Prunus x jacquemontii,M,N
819,Tonkin Bamboo,Pseudosasa amabilis,M,FSN
820,Metake - Bamboo,Pseudosasa japonica,MWe,FSN
821,Ambila,Pterocarpus angolensis,M,N
822,"Andaman padauk, East Indian-mahogany,",Pterocarpus dalbergioides,M,N
823,African Kino,Pterocarpus erinaceus,M,N
824,"Amboyna, Indian Padauk, Burmese Rosewood, Narra, Bloodwood",Pterocarpus indicus,M,SN
825,African Coralwood,Pterocarpus soyauxii,M,N
826,"Faveiro, sucupira, sucupira-branca",Pterodon emarginatus,DM,N
827,,Pulsatilla cernua,M,N
828,"Pasque Flower, Eastern pasqueflower, Cutleaf anemone",Pulsatilla patens,M,N
829,"Pasque Flower, European pasqueflower",Pulsatilla vulgaris,DM,N
830,African Nutmeg,Pycnanthus angolensis,M,N
831,Asian Pear,Pyrus pyrifolia culta,M,SN
832,"Aleppo Oak, Oak",Quercus infectoria,M,SN
833,"American Turkey Oak, Turkey oak",Quercus laevis,M,SN
834,"Otaheite Walnut, Lumbang Tree",Reutealis trisperma,M,N
835,Alder Buckthorn,Rhamnus frangula,MWe,SN
836,"Avignon Berry, Rock buckthorn",Rhamnus saxatilis,M,SN
837,Alpenrose,Rhododendron ferrugineum,M,SN
838,"Pink azalea, Pinxter flower",Rhododendron periclymenoides,DM,FSN
839,Arroz bravo,Rhynchoryza subulata,MWe,N
840,Alpine Currant,Ribes alpinum,M,SN
841,American Blackcurrant,Ribes americanum,M,SN
842,"American Mountain Gooseberry,  Canadian gooseberry,  Stream currant, Henderson's currant,  Idaho go",Ribes oxyacanthoides,M,SN
843,Appalachian Gooseberry,Ribes rotundifolium,M,SN
844,"American Red Currant, Red currant",Ribes triste,M,SN
845,,Rodgersia podophylla,MWe,SN
846,Amur rose,Rosa davurica,M,SN
847,Apple Rose,Rosa villosa,M,SN
848,Asian Madder,Rubia akane,DM,S
849,"Alleghany Blackberry, Graves' blackberry",Rubus allegheniensis,M,SN
850,"Arctic Bramble, Arctic raspberry, Dwarf raspberry",Rubus arcticus,M,N
851,Arizona Dewberry,Rubus arizonicus,M,SN
852,"American Dewberry, Smooth blackberry",Rubus canadensis,M,SN
853,"Atibulnak,",Rubus pectinellus,M,SN
854,"American Red Raspberry, Grayleaf red raspberry",Rubus strigosus,M,SN
